dataset,detector,ROC-AUC,PR-AUC,AvgPrec,Precision,Recall,F1,RangePrec,RangeRec,RangeF1,RangePR-AUC,RangePR-VUS,RangeROC-VUS,time_sec
GutenTAG-ecg-type-pattern-shift,KMeans,0.7243216080402163,0.1396013395542307,0.14336778744787235,0.04766734279918864,0.47,0.0865561694290976,0.014909478168264111,0.046100000000000016,0.022531808636727827,0.008315837505404747,0.013072647914902619,0.6485078880494933,0.031797809
GutenTAG-poly-channels-single-of-2,KMeans,0.9497374628243245,0.4127579948920174,0.4135218431522925,0.0821501014198783,0.81,0.14917127071823205,0.13805075116778184,0.6561,0.22810555227201612,0.23617610295105393,0.14139767592104788,0.7427737543953385,0.042278139
GutenTAG-poly-same-count-1,KMeans,0.7806553174033435,0.02136484537289699,0.02159965565116958,0.0,0.0,0.0,0.0,0.0,0.0,0.13307664009390643,0.11362397391913388,0.6243984019553126,0.031583536
GutenTAG-rw-channels-all-of-3,KMeans,0.9767654599528771,0.8649326330612056,0.8650896636453931,0.09432048681541583,0.93,0.1712707182320442,0.06793760015081535,0.8649000000000001,0.1259795496256591,0.48040616557484433,0.27351954169374926,0.7225915970342865,0.053818567
GutenTAG-sinus-channels-single-of-10,KMeans,0.7177684340067815,0.07755556878994938,0.08071856211951141,0.04259634888438134,0.42,0.07734806629834254,0.004016309887869521,0.15300000000000002,0.007827153921562262,0.006823114008610206,0.021586578701043746,0.6291550279371095,0.13293258
GutenTAG-sinus-channels-single-of-5,KMeans,0.7338365295867141,0.2279828609146377,0.23501917973178424,0.0537525354969574,0.53,0.09760589318600368,0.0075835381586242725,0.24069999999999997,0.014703815229301842,0.04310814589056469,0.043359019209785736,0.6541274246997696,0.076773462
KDD-TSAD-001_UCR_Anomaly_DISTORTED1sddb40,KMeans,0.7175381846562159,0.021977583284261797,0.02214891132871773,0.02423101067168864,0.31129032258064515,0.044962143273150845,0.007705479452054794,0.031636316337148813,0.012392570322959337,0.003660325194981354,0.005185167927386254,0.657306950286297,0.251098344
KDD-TSAD-058_UCR_Anomaly_DISTORTEDapneaecg,KMeans,0.5228230423398796,0.002158447035210516,0.0022113098151938623,0.00026068821689259646,0.014705882352941176,0.0005122950819672131,0.0043859649122807015,0.00021626297577854672,0.00041220115416323167,0.0005225850355670639,0.004052111905023254,0.5041105714077547,0.115356193
KDD-TSAD-081_UCR_Anomaly_DISTORTEDresperation3,KMeans,0.17363516714924976,3.1853423287400697e-6,6.370684657480139e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.3857562175504185e-11,0.0006246206861020176,0.2466001349664047,0.562450673
KDD-TSAD-114_UCR_Anomaly_CIMIS44AirTemperature2,KMeans,0.748340823035004,0.008432895182447386,0.0091472516435029,0.012437810945273632,0.4166666666666667,0.024154589371980676,0.00022549185410677042,0.17361111111111113,0.0004503987154628635,0.0013034652275697922,0.019445756181604032,0.5932345677653954,0.026172506
KDD-TSAD-143_UCR_Anomaly_InternalBleeding8,KMeans,0.4276992528059386,0.011898779741100847,0.012059366450415067,0.0,0.0,0.0,0.0,0.0,0.0,0.0035579905261188633,0.01656733833214488,0.49033463577659203,0.024221848
KDD-TSAD-189_UCR_Anomaly_resperation3,KMeans,0.20233745722558572,3.299959740491166e-6,6.599919480982332e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.3857562175504185e-11,0.0005577432063685439,0.2060301998451047,0.554368837
MITDB-115,KMeans,0.7510074293976093,0.16431221068731058,0.16464474821208538,0.014864740097867233,0.552,0.028949892112203307,0.0018315072199816275,0.2523734512306003,0.003636622990187526,0.02474023883255386,0.014634138232754635,0.7311954153070376,2.533529047
SMD-machine-1-2,KMeans,0.9142963945180123,0.3557158378565388,0.35642830855908614,0.17791932059447982,0.7730627306273062,0.28926475664480494,0.04583677384916189,0.5418831353951788,0.08452385001460713,0.22095402827764318,0.17792898744201893,0.7816842260628262,0.947629337
SMD-machine-3-5,KMeans,0.8417726030871019,0.5220665241121377,0.5225452204833761,0.13205944798301486,0.7300469483568075,0.22366055375764113,0.01313574022879186,0.255907398897975,0.02498880384357796,0.05546385323830126,0.11446207988921611,0.6183368552871054,0.942278601
SVDB-820,KMeans,0.6448972849977138,0.15830609372750057,0.15832334899336828,0.16655085555459045,0.16777495843905854,0.16716066602737337,0.14894939954509412,0.007029845486466502,0.013426033237846595,0.06873739667382082,0.16478269513406343,0.5236677354596242,0.902778979
SVDB-827,KMeans,0.5920022874663877,0.01453776752367925,0.01462753202745814,0.014722487622687398,0.1324736225087925,0.026499902286495992,0.0132671486506764,0.0041416914061302235,0.006312704967253063,0.009514471790492281,0.016907375020017795,0.5314096531065939,0.884717723
